t,Va,Vb,Vc,Ia,Ib,Ic,Fault
0.2295,-8.101713577,379.8998845,-142.2643103,63242.84007,11855.21632,-75098.05638,3
0.2296,-9.157031998,383.6243285,-142.6961994,62862.70315,11973.10437,-74835.80752,3
0.2297,-10.19885955,386.9701989,-142.9916843,62425.09592,12079.17589,-74504.27181,3
0.2298,-11.22620782,389.9341939,-143.1504336,61930.4093,12173.32618,-74103.73549,3
0.2299,-12.23810248,392.5133882,-143.172251,61379.09071,12255.46234,-73634.55305,3
0.23,-13.23358396,394.7052365,-143.0570761,60771.644,12325.5033,-73097.1473,3
0.2301,-14.21170867,396.5075757,-142.8049835,60108.6286,12383.37995,-72492.00855,3
0.2302,-15.17154966,397.9186271,-142.4161839,59390.65934,12429.03516,-71819.69449,3
0.2303,-16.11219782,398.9369982,-141.8910226,58618.40541,12462.42388,-71080.82929,3
0.2304,-17.0327625,399.5616841,-141.2299805,57792.59015,12483.51316,-70276.10331,3
0.2305,-17.93237268,399.7920681,-140.4336722,56913.98992,12492.28219,-69406.2721,3
0.2306,-18.81017752,399.6279229,-139.5028469,55983.43366,12488.72231,-68472.15597,3
0.2307,-19.66534754,399.0694105,-138.4383862,55001.80181,12472.83703,-67474.63884,3
0.2308,-20.4970751,398.1170822,-137.2413044,53970.02568,12444.64204,-66414.66772,3
0.2309,-21.30457552,396.7718776,-135.9127466,52889.08625,12404.16516,-65293.25141,3
0.231,-22.08708757,395.0351245,-134.4539884,51760.01353,12351.44633,-64111.45987,3
0.2311,-22.84387448,392.9085367,-132.8664339,50583.88518,12286.53759,-62870.42277,3
0.2312,-23.57422444,390.3942129,-131.1516148,49361.82581,12209.50298,-61571.32878,3
0.2313,-24.27745152,387.4946345,-129.3111885,48095.00549,12120.41853,-60215.42402,3
0.2314,-24.95289614,384.212663,-127.3469369,46784.63897,12019.37216,-58804.01113,3
0.2315,-25.59992594,380.5515373,-125.2607643,45431.98414,11906.46359,-57338.44773,3
0.2316,-26.21793617,376.5148705,-123.0546957,44038.34107,11781.80424,-55820.14532,3
0.2317,-26.80635054,372.1066463,-120.7308746,42605.05047,11645.51714,-54250.56762,3
0.2318,-27.36462156,367.3312151,-118.2915611,41133.49263,11497.7368,-52631.22942,3
0.2319,-27.89223128,362.1932896,-115.7391296,39625.08573,11338.60904,-50963.69477,3
0.232,-28.38869163,356.6979404,-113.0760664,38081.28483,11168.29091,-49249.57574,3
0.2321,-28.85354507,350.8505907,-110.3049671,36503.58002,10986.95049,-47490.53051,3
0.2322,-29.28636486,344.6570112,-107.4285345,34893.49533,10794.76675,-45688.26208,3
0.2323,-29.68675571,338.123314,-104.4495755,33252.58688,10591.92934,-43844.51622,3
0.2324,-30.05435392,331.2559474,-101.3709985,31582.44164,10378.63845,-41961.08009,3
0.2325,-30.38882799,324.0616883,-98.19581041,29884.67561,10155.10456,-40039.78017,3
0.2326,-30.68987872,316.5476369,-94.92711388,28160.93246,9921.548276,-38082.48073,3
0.2327,-30.95723972,308.7212084,-91.56810399,26412.88163,9678.200089,-36091.08172,3
0.2328,-31.19067746,300.5901267,-88.12206538,24642.217,9425.300157,-34067.51715,3
0.2329,-31.38999173,292.1624161,-84.59236868,22850.65489,9163.098058,-32013.75294,3
0.233,-31.55501562,283.4463939,-80.98246752,21039.93266,8891.852556,-29931.78522,3
0.2331,-31.6856159,274.4506615,-77.29589479,19211.80674,8611.831337,-27823.63808,3
0.2332,-31.78169293,265.1840968,-73.53625946,17368.05111,8323.310749,-25691.36186,3
0.2333,-31.843181,255.6558446,-69.70724272,15510.45535,8026.575525,-23537.03087,3
0.2334,-31.87004815,245.8753084,-65.81259465,13640.82306,7721.918509,-21362.74157,3
0.2335,-31.86229644,235.8521401,-61.85613019,11760.96989,7409.640359,-19170.61025,3
0.2336,-31.81996175,225.5962316,-57.8417257,9872.721947,7090.049258,-16962.77121,3
0.2337,-31.74311391,215.1177041,-53.77331484,7977.913765,6763.460602,-14741.37437,3
0.2338,-31.63185648,204.4268988,-49.65488494,6078.386733,6430.196696,-12508.58343,3
0.2339,-31.48632681,193.534366,-45.49047281,4175.987039,6090.586429,-10266.57347,3
0.234,-31.30669576,182.4508555,-41.28416104,2272.564073,5744.964958,-8017.529031,3
0.2341,-31.09316765,171.1873053,-37.04007366,369.9683729,5393.673368,-5763.641741,3
0.2342,-30.84597995,159.7548312,-32.76237235,-1529.949976,5037.058342,-3507.108367,3
0.2343,-30.56540319,148.1647157,-28.4552521,-3425.343392,4675.471816,-1250.128424,3
0.2344,-30.25174051,136.4283967,-24.12293727,-5314.368409,4309.270633,1005.097776,3
0.2345,-29.90532758,124.5574567,-19.76967721,-7195.187704,3938.816188,3256.371516,3
0.2346,-29.52653204,112.5636108,-15.3997423,-9065.971709,3564.474076,5501.497633,3
0.2347,-29.11575337,100.4586955,-11.01741948,-10924.90062,3186.613726,7738.286897,3
0.2348,-28.67342228,88.25465691,-6.627008268,-12770.16601,2805.608043,9964.557964,3
0.2349,-28.20000047,75.96353886,-2.232816271,-14599.97277,2421.83303,12178.13974,3
0.235,-27.69598003,63.59747127,2.160844827,-16412.54074,2035.667431,14376.87331,3
0.2351,-27.16188311,51.16865792,6.549663761,-18206.10664,1647.492342,16558.6143,3
0.2352,-26.59826121,38.68936458,10.92933371,-19978.92561,1257.690846,18721.23476,3
0.2353,-26.00569485,26.17190676,15.29555676,-21729.27313,866.6476291,20862.6255,3
0.2354,-25.38479283,13.62863773,19.64404796,-23455.44654,474.7486053,22980.69794,3
0.2355,-24.73619174,1.071936135,23.97053974,-25155.76692,82.38052993,25073.38639,3
0.2356,-24.06055525,-11.48580603,28.27078592,-26828.58054,-310.0693753,27138.64991,3
0.2357,-23.35857355,-24.03219585,32.54056613,-28472.26068,-702.2138115,29174.47449,3
0.2358,-22.63096256,-36.55485149,36.77568972,-30085.20908,-1093.665778,31178.87486,3
0.2359,-21.87846335,-49.04141467,40.97200016,-31665.85768,-1484.038959,33149.89664,3
0.236,-21.10184127,-61.47956259,45.12537892,-33212.67,-1872.948104,35085.6181,3
0.2361,-20.30188536,-73.85702036,49.23174972,-34724.14281,-2260.009407,36984.15221,3
0.2362,-19.47940739,-86.16157287,53.28708237,-36198.80747,-2644.840884,38843.64836,3
0.2363,-18.63524126,-98.38107708,57.28739696,-37635.23156,-3027.062753,40662.29431,3
0.2364,-17.77024196,-110.5034737,61.22876756,-39032.02009,-3406.297807,42438.31789,3
0.2365,-16.88528495,-122.5167996,65.10732634,-40387.81706,-3782.171788,44169.98885,3
0.2366,-15.98126512,-134.4091988,68.91926713,-41701.30667,-4154.313752,45855.62042,3
0.2367,-15.05909601,-146.1689352,72.66084942,-42971.21472,-4522.356442,47493.57116,3
0.2368,-14.11970885,-157.7844032,76.32840187,-44196.30976,-4885.936641,49082.2464,3
0.2369,-13.16405172,-169.2441398,79.91832607,-45375.40445,-5244.695543,50620.1,3
0.237,-12.19308851,-180.5368356,83.42709996,-46507.35657,-5598.279093,52105.63566,3
0.2371,-11.2077981,-191.6513461,86.85128145,-47591.0703,-5946.338349,53537.40865,3
0.2372,-10.20917324,-202.5767026,90.18751169,-48625.49717,-6288.529816,54914.02699,3
0.2373,-9.198219739,-213.302123,93.43251849,-49609.63724,-6624.515795,56234.15304,3
0.2374,-8.175955314,-223.8170228,96.58311945,-50542.53992,-6953.964707,57496.50462,3
0.2375,-7.143408732,-234.111025,99.63622524,-51423.30508,-7276.551426,58699.8565,3
0.2376,-6.101618671,-244.1739705,102.5888425,-52251.08378,-7591.957598,59843.04138,3
0.2377,-5.051632809,-253.9959286,105.4380768,-53025.07929,-7899.871954,60924.95124,3
0.2378,-3.994506682,-263.5672061,108.1811358,-53744.54767,-8199.990621,61944.53829,3
0.2379,-2.931302753,-272.8783574,110.8153315,-54408.7987,-8492.017418,62900.81611,3
0.238,-1.863089258,-281.9201934,113.3380832,-55017.19639,-8775.664148,63792.86054,3
0.2381,-0.790939257,-290.683791,115.7469203,-55569.1598,-9050.650888,64619.81069,3
0.2382,0.284070523,-299.1605015,118.039484,-56064.1634,-9316.706259,65380.86966,3
0.2383,1.360860654,-307.3419595,120.2135305,-56501.73778,-9573.567695,66075.30548,3
0.2384,2.438350161,-315.2200908,122.2669325,-56881.46999,-9820.981706,66702.4517,3
0.2385,3.5154575,-322.7871208,124.1976818,-57203.00403,-10058.70412,67261.70816,3
0.2386,4.591101712,-330.0355815,126.0038909,-57466.04112,-10286.50035,67752.54147,3
0.2387,5.6642034,-336.9583198,127.6837952,-57670.34009,-10504.14556,68174.48566,3
0.2388,6.733685877,-343.5485036,129.2357545,-57815.71753,-10711.42499,68527.14252,3
0.2389,7.798476146,-349.7996293,130.6582547,-57902.04805,-10908.13406,68810.18211,3
0.239,8.857506041,-355.7055277,131.9499093,-57929.26435,-11094.07865,69023.34299,3
0.2391,9.909713193,-361.2603705,133.1094609,-57897.35731,-11269.07525,69166.43256,3
0.2392,10.95404216,-366.4586757,134.1357821,-57806.376,-11432.95117,69239.32717,3
0.2393,11.9894454,-371.2953132,135.0278771,-57656.42765,-11585.54467,69241.97232,3
0.2394,13.01488435,-375.7655098,135.7848821,-57447.67747,-11726.70517,69174.38265,3
0.2395,14.02933041,-379.864854,136.4060667,-57180.34864,-11856.29336,69036.64199,3
0.2396,15.03176601,-383.5893002,136.8908344,-56854.72188,-11974.18135,68828.90323,3
0.2397,16.02118554,-386.9351728,137.238723,-56471.13541,-12080.25279,68551.3882,3
0.2398,16.99659642,-389.8991699,137.4494053,-56029.98439,-12174.40301,68204.38741,3
0.2399,17.95702001,-392.4783664,137.5226895,-55531.72073,-12256.5391,67788.25983,3
0.24,18.90149262,-394.6702169,137.458519,-54976.85248,-12326.58,67303.43248,3
0.2401,19.82906645,-396.4725583,137.2569731,-54365.94347,-12384.45657,66750.40004,3
0.2402,20.7388105,-397.8836119,136.918266,-53699.61264,-12430.11171,66129.72435,3
0.2403,21.62981152,-398.9019852,136.4427476,-52978.53351,-12463.50037,65442.03388,3
0.2404,22.50117489,-399.5266732,135.8309024,-52203.43346,-12484.58958,64688.02304,3
0.2405,23.35202551,-399.7570594,135.0833494,-51375.09309,-12493.35854,63868.45162,3
0.2406,24.18150866,-399.5929164,134.2008414,-50494.34533,-12489.79859,62984.14392,3
0.2407,24.98879083,-399.0344063,133.1842643,-49562.07476,-12473.91325,62035.98801,3
0.2408,25.77306059,-398.0820801,132.0346359,-48579.21662,-12445.71819,61024.9348,3
0.2409,26.53352929,-396.7368777,130.7531055,-47546.75597,-12405.24123,59951.9972,3
0.241,27.26943197,-395.0001268,129.3409524,-46465.72665,-12352.52234,58818.24898,3
0.2411,27.98002799,-392.8735412,127.7995844,-45337.21034,-12287.61352,57624.82386,3
0.2412,28.66460185,-390.3592196,126.1305371,-44162.33542,-12210.57884,56372.91426,3
0.2413,29.32246383,-387.4596434,124.3354716,-42942.2759,-12121.49432,55063.77023,3
0.2414,29.95295073,-384.177674,122.4161734,-41678.25025,-12020.44789,53698.69814,3
0.2415,30.55542645,-380.5165505,120.3745506,-40371.52021,-11907.53925,52279.05945,3
0.2416,31.1292827,-376.4798859,118.2126316,-39023.38949,-11782.87983,50806.26933,3
0.2417,31.67393953,-372.0716639,115.9325637,-37635.20261,-11646.59266,49281.79528,3
0.2418,32.18884594,-367.2962348,113.5366105,-36208.34342,-11498.81225,47707.15567,3
0.2419,32.6734804,-362.1583116,111.0271499,-34744.23385,-11339.68442,46083.91827,3
0.242,33.1273514,-356.6629645,108.4066717,-33244.33245,-11169.36622,44413.69867,3
0.2421,33.54999787,-350.815617,105.6777751,-31710.133,-10988.02573,42698.15873,3
0.2422,33.94098972,-344.6220397,102.8431661,-30143.16295,-10795.84192,40939.00487,3
0.2423,34.29992817,-338.0883447,99.90565519,-28544.98203,-10593.00445,39137.98648,3
0.2424,34.62644622,-331.2209802,96.86815402,-26917.18062,-10379.71348,37296.8941,3
0.2425,34.92020897,-324.0267234,93.73367293,-25261.37821,-10156.17953,35417.55774,3
0.2426,35.18091395,-316.5126741,90.50531781,-23579.22182,-9922.623174,33501.845,3
0.2427,35.40829144,-308.6862479,87.18628711,-21872.38437,-9679.274919,31551.65929,3
0.2428,35.60210472,-300.5551683,83.77986862,-20142.563,-9426.374916,29568.93791,3
0.2429,35.7621503,-292.12746,80.2894363,-18391.47743,-9164.172749,27555.65018,3
0.243,35.88825813,-283.4114398,76.71844687,-16620.86824,-8892.927178,25513.79541,3
0.2431,35.98029175,-274.4157097,73.07043649,-14832.49519,-8612.90589,23445.40108,3
0.2432,36.03814845,-265.1491471,69.34901717,-13028.13543,-8324.385232,21352.52067,3
0.2433,36.06175933,-255.6208972,65.5578733,-11209.58182,-8027.64994,19237.23176,3
0.2434,36.05108943,-245.8403631,61.70075794,-9378.641061,-7722.992855,17101.63392,3
0.2435,36.0061377,-235.817197,57.7814892,-7537.132021,-7410.714637,14947.84666,3
0.2436,35.92693703,-225.5612907,53.80394636,-5686.883853,-7091.123466,12778.00732,3
0.2437,35.8135542,-215.0827654,49.77206617,-3829.734262,-6764.534741,10594.269,3
0.2438,35.66608987,-204.3919622,45.68983885,-1967.527626,-6431.270765,8398.798391,3
0.2439,35.48467838,-193.4994316,41.56130424,-102.1132399,-6091.66043,6193.77367,3
0.244,35.26948771,-182.4159233,37.39054775,1764.656568,-5746.03889,3981.382322,3
0.2441,35.02071925,-171.1523753,33.18169641,3630.928205,-5394.747231,1763.819026,3
0.2442,34.73860766,-159.7199034,28.93891467,5494.848701,-5038.132136,-456.7165651,3
0.2443,34.42342056,-148.12979,24.66640044,7354.567479,-4676.545541,-2678.021938,3
0.2444,34.07545834,-136.3934733,20.36838083,9208.238234,-4310.344289,-4897.893945,3
0.2445,33.69505381,-124.5225354,16.04910805,11054.0207,-3939.889775,-7114.130928,3
0.2446,33.28257193,-112.5286917,11.71285517,12890.08253,-3565.547593,-9324.534937,3
0.2447,32.83840934,-100.4237786,7.363911947,14714.60103,-3187.687175,-11526.91385,3
0.2448,32.36299412,-88.21974216,3.006580538,16525.76502,-2806.681422,-13719.0836,3
0.2449,31.85678523,-75.92862631,-1.354828682,18321.77657,-2422.906342,-15898.87023,3
0.245,31.32027213,-63.56256089,-5.716001436,20100.85284,-2036.740673,-18064.11217,3
0.2451,30.75397426,-51.13374973,-10.07262374,21861.22774,-1648.565515,-20212.66223,3
0.2452,30.15844058,-38.65445856,-14.42038623,23601.15379,-1258.76395,-22342.38984,3
0.2453,29.53424896,-26.13700293,-18.75498832,25318.90372,-867.7206647,-24451.18305,3
0.2454,28.88200565,-13.59373607,-23.07214256,27012.77229,-475.8215715,-26536.95071,3
0.2455,28.20234467,-1.037036669,-27.36757876,28681.07788,-83.4534277,-28597.62445,3
0.2456,27.4959272,11.52070334,-31.63704828,30322.16421,308.996547,-30631.16076,3
0.2457,26.76344088,24.06709096,-35.87632817,31934.40195,701.1410516,-32635.543,3
0.2458,26.00559918,36.58974444,-40.08122538,33516.19031,1092.593087,-34608.78339,3
0.2459,25.22314069,49.07630541,-44.24758085,35065.95865,1482.966337,-36548.92498,3
0.246,24.41682836,61.51445117,-48.37127367,36582.16802,1871.875552,-38454.04357,3
0.2461,23.58744876,73.89190675,-52.44822509,38063.31266,2258.936923,-40322.24958,3
0.2462,22.73581132,86.1964571,-56.47440259,39507.92152,2643.768469,-42151.68999,3
0.2463,21.86274751,98.41595911,-60.44582381,40914.55966,3025.990407,-43940.55007,3
0.2464,20.96911004,110.5383536,-64.35856056,42281.82974,3405.22553,-45687.05527,3
0.2465,20.05577197,122.5516773,-68.20874258,43608.37331,3781.09958,-47389.47288,3
0.2466,19.12362592,134.4440744,-71.99256148,44892.87221,4153.241613,-49046.11382,3
0.2467,18.17358313,146.2038085,-75.7062744,46134.04986,4521.284371,-50655.33423,3
0.2468,17.20657258,157.8192744,-79.34620777,47330.67251,4884.86464,-52215.53715,3
0.2469,16.22354007,169.2790088,-82.9087609,48481.55046,5243.62361,-53725.17407,3
0.247,15.2254473,180.5717024,-86.39040954,49585.53924,5597.207229,-55182.74647,3
0.2471,14.21327091,191.6862107,-89.78770935,50641.5407,5945.266553,-56586.80726,3
0.2472,13.18800149,202.611565,-93.09729934,51648.50418,6287.45809,-57935.96227,3
0.2473,12.15064264,213.3369833,-96.31590511,52605.42743,6623.444138,-59228.87157,3
0.2474,11.10220999,223.8518809,-99.44034216,53511.35772,6952.893119,-60464.25084,3
0.2475,10.04373012,234.1458809,-102.467519,54365.39267,7275.479906,-61640.87257,3
0.2476,8.97623964,244.2088243,-105.3944401,55166.68121,7590.886147,-62757.56736,3
0.2477,7.900784104,254.0307802,-108.2182091,55914.42441,7898.800572,-63813.22498,3
0.2478,6.818417009,263.6020555,-110.9360314,56607.87623,8198.919308,-64806.79554,3
0.2479,5.73019873,272.9132046,-113.545217,57246.3443,8490.946173,-65737.29047,3
0.248,4.637195501,281.9550385,-116.0431833,57829.19058,8774.592972,-66603.78355,3
0.2481,3.540478334,290.7186339,-118.4274575,58355.83199,9049.579781,-67405.41177,3
0.2482,2.441121987,299.1953422,-120.695679,58825.741,9315.635221,-68141.37622,3
0.2483,1.340203879,307.376798,-122.8456019,59238.44611,9572.496726,-68810.94284,3
0.2484,0.238803049,315.2549272,-124.8750969,59593.53238,9819.910806,-69413.44319,3
0.2485,-0.862000931,322.8219549,-126.7821538,59890.64178,10057.63329,-69948.27507,3
0.2486,-1.961129003,330.0704135,-128.5648834,60129.47356,10285.42958,-70414.90314,3
0.2487,-3.057503706,336.9931495,-130.2215189,60309.78456,10503.07487,-70812.85943,3
0.2488,-4.150050223,343.5833312,-131.7504185,60431.38945,10710.35436,-71141.74382,3
0.2489,-5.237697458,349.8344547,-133.150066,60494.16088,10907.0635,-71401.22438,3
0.249,-6.319379077,355.740351,-134.4190732,60498.02965,11093.00816,-71591.03781,3
0.2491,-7.394034582,361.2951916,-135.5561807,60442.98472,11268.00483,-71710.98955,3
0.2492,-8.460610335,366.4934946,-136.5602595,60329.0733,11431.88082,-71760.95412,3
0.2493,-9.518060617,371.3301299,-137.4303117,60156.40073,11584.47439,-71740.87512,3
0.2494,-10.56534865,375.8003243,-138.165472,59925.13041,11725.63496,-71650.76537,3
0.2495,-11.60144762,379.8996663,-138.765008,59635.48363,11855.22321,-71490.70684,3
0.2496,-12.62534171,383.6241104,-139.2283215,59287.73936,11973.11127,-71260.85063,3
0.2497,-13.63602706,386.9699808,-139.5549485,58882.23395,12079.18278,-70961.41673,3
0.2498,-14.63251282,389.9339758,-139.7445603,58419.36084,12173.33308,-70592.69392,3
0.2499,-15.61382207,392.5131701,-139.7969631,57899.57013,12255.46923,-70155.03937,3
0.25,-16.57899281,394.7050184,-139.7120988,57323.36815,12325.5102,-69648.87835,3
0.2501,-17.52707893,396.5073576,-139.4900449,56691.31697,12383.38684,-69074.70381,3
0.2502,-18.4571511,397.9184091,-139.131014,56004.03382,12429.04205,-68433.07587,3
0.2503,-19.36829771,398.9367802,-138.6353543,55262.19051,12462.43077,-67724.62128,3
0.2504,-20.2596258,399.561466,-138.0035487,54466.51275,12483.52005,-66950.0328,3
0.2505,-21.13026188,399.7918501,-137.2362146,53617.77942,12492.28908,-66110.0685,3
0.2506,-21.97935284,399.6277049,-136.3341031,52716.82185,12488.7292,-65205.55105,3
0.2507,-22.80606678,399.0691925,-135.2980984,51764.52293,12472.84393,-64237.36685,3
0.2508,-23.60959381,398.1168642,-134.1292171,50761.81629,12444.64894,-63206.46523,3
0.2509,-24.38914691,396.7716597,-132.8286066,49709.68537,12404.17205,-62113.85742,3
0.251,-25.14396262,395.0349065,-131.3975448,48609.16242,12351.45322,-60960.61564,3
0.2511,-25.87330187,392.9083188,-129.8374379,47461.32752,12286.54448,-59747.87199,3
0.2512,-26.57645066,390.393995,-128.1498199,46267.30748,12209.50987,-58476.81735,3
0.2513,-27.2527208,387.4944166,-126.3363505,45028.27476,12120.42542,-57148.70018,3
0.2514,-27.90145057,384.2124451,-124.3988138,43745.44628,12019.37905,-55764.82533,3
0.2515,-28.52200538,380.5513194,-122.3391161,42420.08225,11906.47048,-54326.55272,3
0.2516,-29.11377839,376.5146526,-120.1592847,41053.48488,11781.81113,-52835.29601,3
0.2517,-29.67619111,372.1064285,-117.8614652,39646.99715,11645.52403,-51292.52118,3
0.2518,-30.20869399,367.3309972,-115.4479199,38202.00146,11497.74368,-49699.74514,3
0.2519,-30.71076693,362.1930718,-112.9210251,36719.91824,11338.61592,-48058.53417,3
0.252,-31.18191984,356.6977226,-110.2832692,35202.2046,11168.29779,-46370.5024,3
0.2521,-31.62169306,350.8503729,-107.5372502,33650.35284,10986.95738,-44637.31022,3
0.2522,-32.02965787,344.6567934,-104.6856726,32065.88901,10794.77363,-42860.66264,3
0.2523,-32.40541691,338.1230963,-101.7313453,30450.37138,10591.93623,-41042.30761,3
0.2524,-32.74860451,331.2557296,-98.67717893,28805.38894,10378.64533,-39184.03427,3
0.2525,-33.05888715,324.0614706,-95.52618224,27132.55979,10155.11144,-37287.67123,3
0.2526,-33.3359637,316.5474192,-92.28145985,25433.52955,9921.555159,-35355.08471,3
0.2527,-33.57956577,308.7209907,-88.94620887,23709.96976,9678.206972,-33388.17673,3
0.2528,-33.78945795,300.589909,-85.52371578,21963.57621,9425.307039,-31388.88325,3
0.2529,-33.96543807,292.1621985,-82.01735321,20196.06728,9163.10494,-29359.17222,3
0.253,-34.10733737,283.4461762,-78.43057661,18409.1822,8891.859438,-27301.04164,3
0.2531,-34.21502068,274.4504438,-74.76692082,16604.67942,8611.838218,-25216.51763,3
0.2532,-34.28838656,265.1838791,-71.02999662,14784.33477,8323.317629,-23107.6524,3
0.2533,-34.32736738,255.655627,-67.2234871,12949.93979,8026.582405,-20976.5222,3
0.2534,-34.33192941,245.8750907,-63.35114411,11103.29993,7721.925389,-18825.22532,3
0.2535,-34.30207286,235.8519225,-59.41678448,9246.232744,7409.647239,-16655.87998,3
0.2536,-34.23783184,225.596014,-55.42428629,7380.56615,7090.056137,-14470.62229,3
0.2537,-34.13927436,215.1174866,-51.37758505,5508.136573,6763.467481,-12271.60405,3
0.2538,-34.00650225,204.4266812,-47.28066979,3630.78717,6430.203574,-10060.99074,3
0.2539,-33.83965108,193.5341485,-43.13757915,1750.365983,6090.593307,-7840.95929,3
0.254,-33.63889,182.450638,-38.95239737,-131.2758608,5744.971835,-5613.695974,3
0.2541,-33.40442159,171.1870878,-34.72925027,-2012.285998,5393.680245,-3381.394246,3
0.2542,-33.13648164,159.7546137,-30.47230118,-3890.81264,5037.065219,-1146.252578,3
0.2543,-32.83533895,148.1644982,-26.18574683,-5765.006415,4675.478692,1089.527722,3
0.2544,-32.50129505,136.4281793,-21.8738132,-7633.022178,4309.277508,3323.74467,3
0.2545,-32.13468388,124.5572393,-17.54075135,-9493.020851,3938.823063,5554.197788,3
0.2546,-31.7358715,112.5633934,-13.19083325,-11343.17122,3564.48095,7778.690269,3
0.2547,-31.30525571,100.4584781,-8.828347522,-13181.65176,3186.6206,9995.031155,3
0.2548,-30.84326565,88.25443948,-4.457595246,-15006.6524,2805.614916,12201.03749,3
0.2549,-30.35036139,75.96332145,-0.082885683,-16816.37637,2421.839904,14394.53647,3
0.255,-29.82703346,63.59725387,4.291467953,-18609.04192,2035.674304,16573.36761,3
0.2551,-29.2738024,51.16844054,8.661152772,-20382.88408,1647.499214,18735.38487,3
0.2552,-28.6912182,38.6891472,13.02186045,-22136.15645,1257.697718,20878.45873,3
0.2553,-28.0798598,26.17168941,17.36929148,-23867.13286,866.6545009,23000.47836,3
0.2554,-27.44033449,13.62842038,21.69915942,-25574.10914,474.7554762,25099.35366,3
0.2555,-26.77327733,1.071718812,26.00719516,-27255.40474,82.38740084,27173.01734,3
0.2556,-26.07935052,-11.48602336,30.28915105,-28909.36444,-310.0625053,29219.42694,3
0.2557,-25.35924271,-24.03241315,34.54080517,-30534.35994,-702.2069414,31236.56688,3
0.2558,-24.6136684,-36.55506879,38.75796547,-32128.7915,-1093.658908,33222.45041,3
0.2559,-23.84336716,-49.04163194,42.93647391,-33691.08952,-1484.03209,35175.12161,3
0.256,-23.04910292,-61.47977986,47.07221053,-35219.71605,-1872.941236,37092.65729,3
0.2561,-22.23166325,-73.8572376,51.1610976,-36713.16636,-2260.002539,38973.1689,3
0.2562,-21.39185854,-86.16179012,55.19910354,-38169.97038,-2644.834016,40814.8044,3
0.2563,-20.53052123,-98.38129429,59.18224698,-39588.69418,-3027.055886,42615.75007,3
0.2564,-19.64850497,-110.503691,63.10660065,-40967.94139,-3406.290941,44374.23233,3
0.2565,-18.74668379,-122.5170168,66.96829527,-42306.35454,-3782.164922,46088.51946,3
0.2566,-17.82595122,-134.409416,70.76352336,-43602.61643,-4154.306887,47756.92332,3
0.2567,-16.88721945,-146.1691524,74.48854302,-44855.45146,-4522.349576,49377.80103,3
0.2568,-15.93141836,-157.7846204,78.13968157,-46063.6268,-4885.929776,50949.55658,3
0.2569,-14.95949468,-169.2443569,81.71333924,-47225.9537,-5244.688678,52470.64238,3
0.257,-13.97241101,-180.5370527,85.20599269,-48341.28862,-5598.272229,53939.56085,3
0.2571,-12.97114487,-191.6515632,88.61419848,-49408.53435,-5946.331485,55354.86584,3
0.2572,-11.95668775,-202.5769197,91.93459648,-50426.64112,-6288.522953,56715.16407,3
0.2573,-10.93004415,-213.3023401,95.16391321,-51394.6076,-6624.508932,58019.11654,3
0.2574,-9.89223052,-223.8172399,98.298965,-52311.48195,-6953.957845,59265.4398,3
0.2575,-8.844274352,-234.111242,101.3366612,-53176.3627,-7276.544564,60452.90726,3
0.2576,-7.787213089,-244.1741876,104.2740073,-53988.39964,-7591.950736,61580.35038,3
0.2577,-6.722093142,-253.9961457,107.1081076,-54746.79473,-7899.865093,62646.65982,3
0.2578,-5.649968841,-263.5674232,109.8361684,-55450.80278,-8199.98376,63650.78654,3
0.2579,-4.571901403,-272.8785744,112.4555006,-56099.7323,-8492.010557,64591.74286,3
0.258,-3.48895788,-281.9204104,114.9635223,-56692.94608,-8775.657288,65468.60337,3
0.2581,-2.402210109,-290.684008,117.3577617,-57229.8619,-9050.644029,66280.50593,3
0.2582,-1.312733653,-299.1607185,119.6358588,-57709.95306,-9316.6994,67026.65246,3
0.2583,-0.221606741,-307.3421765,121.7955685,-58132.74889,-9573.560837,67706.30973,3
0.2584,0.870090799,-315.2203078,123.8347625,-58497.83527,-9820.974848,68318.81012,3
0.2585,1.961278599,-322.7873377,125.7514314,-58804.85498,-10058.69727,68863.55224,3
0.2586,3.050876824,-330.0357984,127.5436865,-59053.50808,-10286.49349,69340.00157,3
0.2587,4.137807233,-336.9585367,129.2097621,-59243.55221,-10504.13871,69747.69092,3
0.2588,5.220994244,-343.5487205,130.7480168,-59374.80283,-10711.41813,70086.22096,3
0.2589,6.299365997,-349.7998461,132.1569356,-59447.13337,-10908.1272,70355.26058,3
0.259,7.37185541,-355.7057446,133.4351307,-59460.47541,-11094.07179,70554.5472,3
0.2591,8.437401227,-361.2605873,134.5813436,-59414.8187,-11269.0684,70683.8871,3
0.2592,9.494949078,-366.4588925,135.594446,-59310.21119,-11432.94431,70743.1555,3
0.2593,10.5434525,-371.29553,136.4734408,-59146.75898,-11585.53782,70732.2968,3
0.2594,11.581874,-375.7657266,137.2174633,-58924.62622,-11726.69832,70651.32454,3
0.2595,12.60918604,-379.8650708,137.825782,-58644.03496,-11856.28651,70500.32147,3
0.2596,13.62437207,-383.5895169,138.2977993,-58305.26489,-11974.17449,70279.43938,3
0.2597,14.62642755,-386.9353896,138.6330519,-57908.6531,-12080.24594,69988.89904,3
0.2598,15.61436091,-389.8993867,138.8312118,-57454.59375,-12174.39616,69628.98991,3
0.2599,16.58719453,-392.4785831,138.892086,-56943.53765,-12256.53225,69200.0699,3
