t,Va,Vb,Vc,Ia,Ib,Ic,Fault
0.2646,156.8891995,-231.6188233,-379.7413914,19150.8025,-7294.519301,-11856.2832,2
0.2647,156.0846694,-221.6276264,-386.5306474,19053.13636,-6983.184334,-12069.95203,2
0.2648,155.1263777,-211.4174296,-392.9381642,18936.68337,-6664.965954,-12271.71742,2
0.2649,154.0152699,-200.9983091,-398.9576183,18801.55845,-6340.178203,-12461.38024,2
0.265,152.7524426,-190.3805474,-404.5830692,18647.89495,-6009.141609,-12638.75334,2
0.2651,151.3391421,-179.5746229,-409.8089653,18475.84451,-5672.182862,-12803.66165,2
0.2652,149.776763,-168.5911998,-414.6301493,18285.57694,-5329.6345,-12955.94244,2
0.2653,148.0668473,-157.4411175,-419.0418633,18077.27999,-4981.834578,-13095.44541,2
0.2654,146.2110824,-146.1353797,-423.0397535,17851.15924,-4629.126329,-13222.03291,2
0.2655,144.2112996,-134.6851438,-426.6198744,17607.43783,-4271.857835,-13335.57999,2
0.2656,142.0694726,-123.1017099,-429.778693,17346.35628,-3910.381676,-13435.97461,2
0.2657,139.787715,-111.3965095,-432.5130919,17068.17226,-3545.054585,-13523.11768,2
0.2658,137.3682786,-99.5810941,-434.8203726,16773.1603,-3176.237094,-13596.92321,2
0.2659,134.8135512,-87.66712421,-436.698258,16461.61153,-2804.293182,-13657.31835,2
0.266,132.1260538,-75.66635748,-438.1448951,16133.83342,-2429.589911,-13704.24351,2
0.2661,129.3084388,-63.59063722,-439.158856,15790.14943,-2052.497069,-13737.65236,2
0.2662,126.3634867,-51.45188073,-439.7391402,15430.89876,-1673.386799,-13757.51196,2
0.2663,123.2941038,-39.26206752,-439.8851751,15056.43592,-1292.633238,-13763.80268,2
0.2664,120.1033192,-27.03322748,-439.5968165,14667.13047,-910.612142,-13756.51833,2
0.2665,116.7942819,-14.77742901,-438.874349,14263.36661,-527.7005198,-13735.66609,2
0.2666,113.3702574,-2.506767136,-437.7184856,13845.5428,-144.2762582,-13701.26654,2
0.2667,109.8346248,9.766648473,-436.1303671,13414.07138,239.2822499,-13653.35363,2
0.2668,106.1908734,22.03070542,-434.1115607,12969.37817,622.5964789,-13591.97464,2
0.2669,102.442599,34.27330054,-431.6640588,12511.90201,1005.288145,-13517.19015,2
0.267,98.59350078,46.48235185,-428.7902768,12042.09438,1386.979577,-13429.07396,2
0.2671,94.64737726,58.64581047,-425.4930508,11560.41892,1767.294094,-13327.71302,2
0.2672,90.60812279,70.75167253,-421.7756348,11067.351,2145.85637,-13213.20737,2
0.2673,86.4797236,82.78799098,-417.6416973,10563.37719,2522.292812,-13085.67001,2
0.2674,82.26625391,94.7428874,-413.0953182,10048.99488,2896.231922,-12945.2268,2
0.2675,77.97187189,106.6045637,-408.1409842,9524.711678,3267.304668,-12792.01635,2
0.2676,73.60081556,118.361314,-402.7835847,8991.045,3635.144847,-12626.18985,2
0.2677,69.1573986,130.0015355,-397.0284066,8448.521505,3999.389446,-12447.91095,2
0.2678,64.64600611,141.5137409,-390.8811298,7897.676599,4359.678999,-12257.3556,2
0.2679,60.07109028,152.886569,-384.3478209,7339.053897,4715.657945,-12054.71184,2
0.268,55.43716597,164.1087961,-377.4349275,6773.204693,5066.974976,-11840.17967,2
0.2681,50.7488063,175.1693472,-370.1492718,6200.687408,5413.283385,-11613.97079,2
0.2682,46.01063809,186.0573069,-362.4980438,5622.067049,5754.241409,-11376.30846,2
0.2683,41.22733732,196.7619301,-354.4887945,5037.914642,6089.512562,-11127.4272,2
0.2684,36.40362451,207.2726526,-346.129428,4448.806674,6418.765975,-10867.57265,2
0.2685,31.54426008,217.5791015,-337.428194,3855.324522,6741.676712,-10597.00123,2
0.2686,26.6540396,227.6711056,-328.3936795,3258.053881,7057.926103,-10315.97998,2
0.2687,21.73778913,237.5387053,-319.0348007,2657.584184,7367.202046,-10024.78623,2
0.2688,16.80036038,247.1721625,-309.3607936,2054.50802,7669.199325,-9723.707345,2
0.2689,11.84662598,256.5619701,-299.3812052,1449.420551,7963.619905,-9413.040456,2
0.269,6.881474656,265.6988614,-289.1058844,842.9189265,8250.173229,-9093.092155,2
0.2691,1.909806395,274.5738195,-278.5449714,235.6016871,8528.576504,-8764.178191,2
0.2692,-3.063472383,283.1780857,-267.7088888,-371.9318185,8798.554981,-8426.623162,2
0.2693,-8.033453675,291.5031688,-256.6083305,-979.0820295,9059.842223,-8080.760193,2
0.2694,-12.99523272,299.5408527,-245.2542514,-1585.249763,9312.180372,-7726.930609,2
0.2695,-17.94391287,307.2832054,-233.6578566,-2189.836805,9555.320402,-7365.483597,2
0.2696,-22.87461038,314.722586,-221.8305903,-2792.246503,9789.022363,-6996.77586,2
0.2697,-27.78245927,321.8516527,-209.7841247,-3391.884353,10013.05562,-6621.171267,2
0.2698,-32.6626161,328.66337,-197.5303483,-3988.158584,10227.19908,-6239.040496,2
0.2699,-37.51026477,335.1510155,-185.0813539,-4580.480748,10431.24141,-5850.760661,2
0.27,-42.32062125,341.3081867,-172.4494273,-5168.266295,10624.98124,-5456.714949,2
0.2701,-47.08893832,347.1288072,-159.6470347,-5750.935153,10808.22739,-5057.292233,2
0.2702,-51.81051023,352.6071326,-146.6868105,-6327.912299,10980.79899,-4652.886696,2
0.2703,-56.48067739,357.7377566,-133.581545,-6898.628327,11142.52576,-4243.897435,2
0.2704,-61.09483092,362.5156158,-120.3441714,-7462.520011,11293.24809,-3830.728075,2
0.2705,-65.64841723,366.9359951,-106.9877535,-8019.030859,11432.81722,-3413.786362,2
0.2706,-70.1369425,370.9945319,-93.52547239,-8567.611662,11561.09543,-2993.483768,2
0.2707,-74.5559771,374.6872211,-79.97061381,-9107.721039,11677.95612,-2570.235079,2
0.2708,-78.90116001,378.0104184,-66.33655479,-9638.825968,11783.28396,-2144.45799,2
0.2709,-83.16820307,380.9608441,-52.63675048,-10160.40231,11876.975,-1716.572691,2
0.271,-87.35289525,383.5355866,-38.88472098,-10671.93534,11958.9368,-1287.001454,2
0.2711,-91.45110676,385.7321048,-25.09403788,-11172.92024,12029.08845,-856.1682114,2
0.2712,-95.4587932,387.548231,-11.27831096,-11662.86259,12087.36073,-424.4981445,2
0.2713,-99.37199947,388.9821729,2.548825332,-12141.27888,12133.69614,7.582741637,2
0.2714,-103.1868637,390.0325155,16.37372525,-12607.69697,12168.04894,439.6480356,2
0.2715,-106.8996212,390.698222,30.18274527,-13061.65657,12190.38523,871.2713418,2
0.2716,-110.5066078,390.9786355,43.96225753,-13502.70968,12200.68298,1302.026701,2
0.2717,-114.004264,390.8734792,57.69866332,-13930.42102,12198.93201,1731.489009,2
0.2718,-117.389138,390.382857,71.37840643,-14344.3685,12185.13406,2159.23444,2
0.2719,-120.6578892,389.5072529,84.9879866,-14744.14361,12159.30275,2584.840862,2
0.272,-123.807292,388.2475311,98.51397278,-15129.35181,12121.46356,3007.888252,2
0.2721,-126.8342382,386.6049348,111.9430165,-15499.61296,12071.65384,3427.959114,2
0.2722,-129.7357407,384.5810849,125.2618648,-15854.56165,12009.92276,3844.63889,2
0.2723,-132.5089359,382.1779788,138.4573736,-16193.84759,11936.33122,4257.516368,2
0.2724,-135.1510871,379.397988,151.5165205,-16517.13594,11850.95186,4666.184087,2
0.2725,-137.6595869,376.243856,164.4264177,-16824.10767,11753.86893,5070.238743,2
0.2726,-140.0319597,372.7186955,177.1743247,-17114.45983,11645.17825,5469.281584,2
0.2727,-142.2658642,368.8259855,189.7476609,-17387.90588,11524.98708,5862.918802,2
0.2728,-144.3590959,364.5695675,202.1340177,-17644.17596,11393.41403,6250.761925,2
0.2729,-146.309589,359.9536421,214.3211714,-17883.01716,11250.58896,6632.428201,2
0.273,-148.1154187,354.9827646,226.2970947,-18104.19378,11096.65281,7007.54097,2
0.2731,-149.7748027,349.6618407,238.0499689,-18307.48754,10931.7575,7375.730043,2
0.2732,-151.2861036,343.9961215,249.5681951,-18492.69782,10756.06576,7736.632061,2
0.2733,-152.6478299,337.9911983,260.8404063,-18659.64185,10569.75099,8089.890859,2
0.2734,-153.8586377,331.6529973,271.8554782,-18808.15486,10372.99704,8435.157814,2
0.2735,-154.9173321,324.9877734,282.6025402,-18938.09029,10165.9981,8772.092188,2
0.2736,-155.8228684,318.0021044,293.0709862,-19049.31992,9948.958449,9100.36147,2
0.2737,-156.5743528,310.7028844,303.2504851,-19141.73397,9722.092276,9419.641697,2
0.2738,-157.1710439,303.0973167,313.130991,-19215.24125,9485.623472,9729.617778,2
0.2739,-157.6123527,295.1929071,322.702753,-19269.76921,9239.785406,10029.98381,2
0.274,-157.8978438,286.9974564,331.9563248,-19305.26405,8984.820689,10320.44336,2
0.2741,-158.0272354,278.5190522,340.8825744,-19321.69072,8720.980941,10600.70978,2
0.2742,-158.0003998,269.766062,349.4726926,-19319.03303,8448.526542,10870.50649,2
0.2743,-157.8173636,260.7471237,357.7182018,-19297.2936,8167.726371,11129.56723,2
0.2744,-157.4783074,251.4711379,365.6109649,-19256.49388,7878.857544,11377.63634,2
0.2745,-156.9835658,241.9472589,373.1431926,-19196.67414,7582.205141,11614.469,2
0.2746,-156.3336271,232.1848857,380.3074514,-19117.89341,7278.061923,11839.83149,2
0.2747,-155.5291327,222.1936524,387.0966711,-19020.22945,6966.728042,12053.50141,2
0.2748,-154.5708766,211.9834192,393.5041515,-18903.77863,6648.510749,12255.26788,2
0.2749,-153.4598045,201.5642624,399.5235692,-18768.65588,6323.724085,12444.9318,2
0.275,-152.1970129,190.9464643,405.1489837,-18614.99455,5992.688577,12622.30598,2
0.2751,-150.783748,180.1405035,410.3748435,-18442.94629,5655.730916,12787.21537,2
0.2752,-149.2214045,169.1570441,415.1959912,-18252.68089,5313.183641,12939.49725,2
0.2753,-147.5115244,158.0069254,419.6076688,-18044.38611,4965.384805,13079.00131,2
0.2754,-145.6557951,146.7011512,423.6055227,-17818.26753,4612.677642,13205.58989,2
0.2755,-143.656048,135.250879,427.1856073,-17574.5483,4255.410234,13319.13806,2
0.2756,-141.5142566,123.6674088,430.3443896,-17313.46893,3893.935161,13419.53376,2
0.2757,-139.2325347,111.962172,433.0787521,-17035.28708,3528.609156,13506.67792,2
0.2758,-136.8131339,100.1467203,435.3859964,-16740.27728,3159.792751,13580.48453,2
0.2759,-134.2584421,88.2327141,437.2638456,-16428.73069,2787.849924,13640.88076,2
0.276,-131.5709803,76.23191104,438.7104462,-16100.95474,2413.14774,13687.807,2
0.2761,-128.7534009,64.15615445,439.7243709,-15757.27293,2036.055983,13721.21695,2
0.2762,-125.8084844,52.01736164,440.3046188,-15398.02443,1656.946799,13741.07763,2
0.2763,-122.7391371,39.82751211,440.4506173,-15023.56376,1276.194323,13747.36944,2
0.2764,-119.5483882,27.59863575,440.1622223,-14634.26048,894.1743128,13740.08617,2
0.2765,-116.2393865,15.34280097,439.4397185,-14230.49879,511.2637759,13719.23502,2
0.2766,-112.8153976,3.072102779,438.2838189,-13812.67715,127.8405997,13684.83656,2
0.2767,-109.2798006,-9.201349143,436.695664,-13381.20791,-255.7168231,13636.92473,2
0.2768,-105.6360848,-21.4654424,434.6768214,-12936.51686,-639.029967,13575.54683,2
0.2769,-101.887846,-33.70807382,432.2292832,-12479.04287,-1021.720548,13500.76342,2
0.277,-98.03878337,-45.91716144,429.3554649,-12009.23741,-1403.410895,13412.64831,2
0.2771,-94.09269545,-58.08065637,426.0582025,-11527.56413,-1783.724327,13311.28845,2
0.2772,-90.05347657,-70.18655472,422.3407502,-11034.49837,-2162.285518,13196.78389,2
0.2773,-85.92511297,-82.22290947,418.2067765,-10530.52674,-2538.720875,13069.24761,2
0.2774,-81.71167887,-94.17784219,413.6603611,-10016.14659,-2912.6589,12928.80549,2
0.2775,-77.41733243,-106.0395548,408.7059908,-9491.865561,-3283.730562,12775.59612,2
0.2776,-73.04631168,-117.7963413,403.3485549,-8958.201051,-3651.569657,12609.77071,2
0.2777,-68.6029303,-129.4365992,397.5933406,-8415.679726,-4015.813171,12431.4929,2
0.2778,-64.09157339,-140.9488409,391.4460275,-7864.836989,-4376.101639,12240.93863,2
0.2779,-59.51669314,-152.3217052,384.9126823,-7306.216456,-4732.079501,12038.29596,2
0.278,-54.88280441,-163.5439686,377.9997526,-6740.36942,-5083.395448,11823.76487,2
0.2781,-50.19448031,-174.604556,370.7140606,-6167.854304,-5429.702773,11597.55708,2
0.2782,-45.45634766,-185.492552,363.0627964,-5589.236113,-5770.659712,11359.89583,2
0.2783,-40.67308246,-196.1972114,355.0535108,-5005.085874,-6105.929781,11111.01566,2
0.2784,-35.84940522,-206.7079702,346.694108,-4415.980074,-6435.182109,10851.16218,2
0.2785,-30.99007635,-217.0144554,337.9928377,-3822.500091,-6758.091763,10580.59185,2
0.2786,-26.09989144,-227.1064958,328.958287,-3225.231618,-7074.34007,10299.57169,2
0.2787,-21.18367652,-236.9741318,319.5993719,-2624.764088,-7383.614929,10008.37902,2
0.2788,-16.24628332,-246.6076252,309.9253285,-2021.690091,-7685.611124,9707.301215,2
0.2789,-11.29258448,-255.997469,299.9457039,-1416.604791,-7980.03062,9396.635411,2
0.279,-6.327468707,-265.1343966,289.6703468,-810.1053327,-8266.582861,9076.688194,2
0.2791,-1.355835996,-274.0093909,279.1093976,-202.7902606,-8544.985053,8747.775313,2
0.2792,3.617407237,-282.6136934,268.2732788,404.7410781,-8814.962446,8410.221367,2
0.2793,8.587352982,-290.9388127,257.1726842,1011.889122,-9076.248604,8064.359482,2
0.2794,13.54909649,-298.976533,245.8185688,1618.054689,-9328.58567,7710.530981,2
0.2795,18.49774109,-306.7189219,234.2221377,2222.639565,-9571.724617,7349.085052,2
0.2796,23.42840307,-314.1583387,222.3948352,2825.047096,-9805.425495,6980.378398,2
0.2797,28.33621642,-321.2874417,210.3483334,3424.682779,-10029.45767,6604.774889,2
0.2798,33.21633772,-328.0991952,198.0945207,4020.954845,-10243.60005,6222.6452,2
0.2799,38.06395086,-334.586877,185.6454901,4613.274843,-10447.64129,5834.366449,2
0.28,42.87427181,-340.7440844,173.0135273,5201.058224,-10641.38004,5440.321819,2
0.2801,47.64255335,-346.5647411,160.2110984,5783.724916,-10824.6251,5040.900186,2
0.2802,52.36408974,-352.0431027,147.250838,6360.699896,-10997.19563,4636.495732,2
0.2803,57.03422138,-357.173763,134.1455363,6931.413759,-11158.92131,4227.507555,2
0.2804,61.64833939,-361.9516584,120.9081265,7495.303278,-11309.64255,3814.339277,2
0.2805,66.20189019,-366.3720739,107.5516723,8051.81196,-11449.21061,3397.398647,2
0.2806,70.69037994,-370.430647,94.08935499,8600.390598,-11577.48773,2977.097135,2
0.2807,75.10937903,-374.1233724,80.5344602,9140.49781,-11694.34734,2553.849528,2
0.2808,79.45452643,-377.4466059,66.90036495,9671.600574,-11799.6741,2128.073521,2
0.2809,83.72153398,-380.3970678,53.20052444,10193.17476,-11893.36406,1700.189305,2
0.281,87.90619065,-382.9718465,39.44845872,10704.70562,-11975.32477,1270.61915,2
0.2811,92.00436666,-385.1684009,25.65773942,11205.68835,-12045.47534,839.7869899,2
0.2812,96.01201759,-386.9845633,11.84197628,11695.62854,-12103.74654,408.118005,2
0.2813,99.92518837,-388.4185414,-1.98519621,12174.04266,-12150.08087,-23.96179905,2
0.2814,103.7400171,-389.4689202,-15.81013233,12640.45859,-12184.43258,-456.0260111,2
0.2815,107.4527391,-390.1346629,-29.61918855,13094.41603,-12206.76779,-887.6482354,2
0.2816,111.0596903,-390.4151126,-43.39873702,13535.46697,-12217.06446,-1318.402512,2
0.2817,114.5573109,-390.3099925,-57.135179,13963.17615,-12215.31241,-1747.863739,2
0.2818,117.9421494,-389.8194065,-70.8149583,14377.12147,-12201.51338,-2175.608089,2
0.2819,121.2108652,-388.9438386,-84.42457466,14776.89441,-12175.68098,-2601.213428,2
0.282,124.3602325,-387.684153,-97.95059703,15162.10045,-12137.84071,-3024.259737,2
0.2821,127.3871432,-386.0415928,-111.3796769,15532.35944,-12088.02992,-3444.329518,2
0.2822,130.2886102,-384.0177791,-124.6985614,15887.30596,-12026.29775,-3861.008212,2
0.2823,133.0617699,-381.6147092,-137.8941064,16226.58974,-11952.70513,-4273.884609,2
0.2824,135.7038857,-378.8347546,-150.9532895,16549.87593,-11867.32469,-4682.551247,2
0.2825,138.21235,-375.6806587,-163.8632229,16856.8455,-11770.24068,-5086.604822,2
0.2826,140.5846873,-372.1555345,-176.6111661,17147.1955,-11661.54891,-5485.646581,2
0.2827,142.8185564,-368.2628606,-189.1845384,17420.63938,-11541.35666,-5879.282718,2
0.2828,144.9117526,-364.0064788,-201.5709314,17676.9073,-11409.78254,-6267.124761,2
0.2829,146.8622102,-359.3905895,-213.7581213,17915.74634,-11266.95638,-6648.789955,2
0.283,148.6680044,-354.4197482,-225.7340808,18136.92079,-11113.01915,-7023.901644,2
0.2831,150.327353,-349.0988605,-237.486991,18340.2124,-10948.12276,-7392.089636,2
0.2832,151.8386185,-343.4331774,-249.0052534,18525.42052,-10772.42994,-7752.990573,2
0.2833,153.2003093,-337.4282904,-260.2775008,18692.36238,-10586.11409,-8106.248291,2
0.2834,154.4110816,-331.0901255,-271.2926088,18840.87323,-10389.35906,-8451.514165,2
0.2835,155.4697406,-324.4249378,-282.039707,18970.8065,-10182.35904,-8788.447458,2
0.2836,156.3752414,-317.439305,-292.5081891,19082.03397,-9965.318309,-9116.71566,2
0.2837,157.1266904,-310.1401211,-302.6877242,19174.44586,-9738.451055,-9435.994806,2
0.2838,157.7233461,-302.5345896,-312.5682663,19247.95098,-9501.981171,-9745.969808,2
0.2839,158.1646194,-294.6302162,-322.1400644,19302.47678,-9256.142024,-10046.33476,2
0.284,158.4500751,-286.4348015,-331.3936724,19337.96945,-9001.176227,-10336.79323,2
0.2841,158.5794312,-277.9564336,-340.3199581,19354.39397,-8737.3354,-10617.05857,2
0.2842,158.5525602,-269.2034794,-348.9101124,19351.73412,-8464.87992,-10886.8542,2
0.2843,158.3694886,-260.1845772,-357.1556578,19329.99253,-8184.078669,-11145.91386,2
0.2844,158.0303969,-250.9086276,-365.048457,19289.19065,-7895.208763,-11393.98189,2
0.2845,157.5356199,-241.3847848,-372.5807208,19229.36875,-7598.55528,-11630.81347,2
0.2846,156.8856458,-231.6224477,-379.7450157,19150.58586,-7294.410982,-11856.17488,2
0.2847,156.081116,-221.6312505,-386.5342715,19052.91974,-6983.076022,-12069.84372,2
0.2848,155.1228245,-211.4210534,-392.9417881,18936.46676,-6664.857649,-12271.60911,2
0.2849,154.0117169,-201.0019327,-398.9612419,18801.34185,-6340.069905,-12461.27195,2
0.285,152.7488899,-190.3841708,-404.5866926,18647.67836,-6009.033317,-12638.64505,2
0.2851,151.3355896,-179.5782461,-409.8125884,18475.62794,-5672.074578,-12803.55337,2
0.2852,149.7732108,-168.5948227,-414.6337722,18285.36038,-5329.526223,-12955.83416,2
0.2853,148.0632952,-157.4447402,-419.045486,18077.06345,-4981.726307,-13095.33714,2
0.2854,146.2075305,-146.1390021,-423.043376,17850.94271,-4629.018066,-13221.92464,2
0.2855,144.207748,-134.688766,-426.6234967,17607.22131,-4271.749579,-13335.47174,2
0.2856,142.0659212,-123.1053319,-429.7823151,17346.13979,-3910.273427,-13435.86636,2
0.2857,139.7841639,-111.4001313,-432.5167137,17067.95578,-3544.946342,-13523.00944,2
0.2858,137.3647277,-99.58471565,-434.8239941,16772.94383,-3176.128858,-13596.81497,2
0.2859,134.8100005,-87.67074553,-436.7018794,16461.39507,-2804.184953,-13657.21012,2
0.286,132.1225034,-75.66997856,-438.1485161,16133.61697,-2429.481689,-13704.13528,2
0.2861,129.3048885,-63.59425807,-439.1624768,15789.933,-2052.388854,-13737.54415,2
0.2862,126.3599366,-51.45550135,-439.7427608,15430.68234,-1673.278591,-13757.40375,2
0.2863,123.290554,-39.2656879,-439.8887954,15056.21952,-1292.525037,-13763.69448,2
0.2864,120.0997697,-27.03684763,-439.6004366,14666.91409,-910.5039481,-13756.41014,2
0.2865,116.7907326,-14.78104893,-438.8779689,14263.15024,-527.5923328,-13735.55791,2
0.2866,113.3667083,-2.510386825,-437.7221053,13845.32644,-144.1680781,-13701.15836,2
0.2867,109.831076,9.763029017,-436.1339865,13413.85504,239.3904229,-13653.24546,2
0.2868,106.1873248,22.02708619,-434.1151799,12969.16183,622.7046451,-13591.86648,2
0.2869,102.4390506,34.26968154,-431.6676778,12511.68569,1005.396304,-13517.08199,2
0.287,98.5899526,46.47873309,-428.7938956,12041.87808,1387.087729,-13428.9658,2
0.2871,94.6438293,58.64219195,-425.4966693,11560.20263,1767.402239,-13327.60487,2
0.2872,90.60457506,70.74805424,-421.7792531,11067.13472,2145.964508,-13213.09923,2
0.2873,86.4761761,82.78437291,-417.6453154,10563.16093,2522.400943,-13085.56188,2
0.2874,82.26270664,94.73926957,-413.0989361,10048.77863,2896.340046,-12945.11868,2
0.2875,77.96832484,106.6009462,-408.1446018,9524.495444,3267.412786,-12791.90823,2
0.2876,73.59726874,118.3576966,-402.787202,8990.828779,3635.252958,-12626.08174,2
0.2877,69.15385201,129.9979184,-397.0320238,8448.305299,3999.49755,-12447.80285,2
0.2878,64.64245975,141.510124,-390.8847467,7897.460407,4359.787096,-12257.2475,2
0.2879,60.06754414,152.8829523,-384.3514376,7338.837719,4715.766035,-12054.60375,2
0.288,55.43362006,164.1051796,-377.438544,6772.988528,5067.083059,-11840.07159,2
0.2881,50.74526062,175.165731,-370.152888,6200.471258,5413.391461,-11613.86272,2
0.2882,46.00709263,186.0536909,-362.5016598,5621.850912,5754.349478,-11376.20039,2
0.2883,41.22379209,196.7583144,-354.4924102,5037.698519,6089.620624,-11127.31914,2
0.2884,36.40007952,207.2690371,-346.1330435,4448.590565,6418.87403,-10867.46459,2
0.2885,31.54071531,217.5754862,-337.4318092,3855.108427,6741.78476,-10596.89319,2
0.2886,26.65049506,227.6674906,-328.3972946,3257.8378,7058.034144,-10315.87194,2
0.2887,21.73424481,237.5350905,-319.0384155,2657.368116,7367.31008,-10024.6782,2
0.2888,16.79681629,247.168548,-309.3644082,2054.291966,7669.307352,-9723.599318,2
0.2889,11.84308212,256.5583558,-299.3848196,1449.204512,7963.727925,-9412.932437,2
0.289,6.877931024,265.6952473,-289.1094985,842.7029006,8250.281242,-9092.984143,2
0.2891,1.906262991,274.5702056,-278.5485853,235.3856753,8528.684511,-8764.070186,2
0.2892,-3.067015561,283.1744721,-267.7125025,-372.1478165,8798.66298,-8426.515164,2
0.2893,-8.036996624,291.4995553,-256.6119439,-979.2980136,9059.950215,-8080.652202,2
0.2894,-12.99877544,299.5372396,-245.2578646,-1585.465733,9312.288358,-7726.822625,2
0.2895,-17.94745536,307.2795925,-233.6614695,-2190.052762,9555.428381,-7365.375619,2
0.2896,-22.87815265,314.7189733,-221.834203,-2792.462446,9789.130335,-6996.667889,2
0.2897,-27.78600131,321.8480402,-209.7877372,-3392.100281,10013.16358,-6621.063303,2
0.2898,-32.66615792,328.6597578,-197.5339605,-3988.374499,10227.30704,-6238.932539,2
0.2899,-37.51380636,335.1474035,-185.0849659,-4580.696649,10431.34936,-5850.652711,2
0.29,-42.32416261,341.3045749,-172.4530391,-5168.482182,10625.08919,-5456.607005,2
0.2901,-47.09247945,347.1251956,-159.6506463,-5751.151026,10808.33532,-5057.184297,2
0.2902,-51.81405113,352.6035213,-146.6904219,-6328.128158,10980.90692,-4652.778766,2
0.2903,-56.48421807,357.7341455,-133.5851561,-6898.844173,11142.63369,-4243.789513,2
0.2904,-61.09837137,362.512005,-120.3477823,-7462.735843,11293.356,-3830.62016,2
0.2905,-65.65195745,366.9323844,-106.9913641,-8019.246676,11432.92513,-3413.678454,2
0.2906,-70.14048249,370.9909215,-93.52908279,-8567.827466,11561.20333,-2993.375866,2
0.2907,-74.55951687,374.683611,-79.97422399,-9107.936829,11678.06401,-2570.127184,2
0.2908,-78.90469955,378.0068085,-66.34016472,-9639.041744,11783.39185,-2144.350102,2
0.2909,-83.17174238,380.9572344,-52.64036019,-10160.61808,11877.08289,-1716.464811,2
0.291,-87.35643433,383.5319771,-38.88833045,-10672.15109,11959.04467,-1286.89358,2
0.2911,-91.45464562,385.7284955,-25.09764713,-11173.13597,12029.19632,-856.0603447,2
0.2912,-95.46233183,387.544622,-11.28191997,-11663.07831,12087.46859,-424.3902846,2
0.2913,-99.37553787,388.9785642,2.545216551,-12141.49459,12133.80399,7.690594519,2
0.2914,-103.1904019,390.0289069,16.3701167,-12607.91267,12168.15678,439.7558816,2
0.2915,-106.9031591,390.6946136,30.17913695,-13061.87225,12190.49307,871.3791809,2
0.2916,-110.5101456,390.9750274,43.95864945,-13502.92534,12200.79081,1302.134533,2
0.2917,-114.0078015,390.8698714,57.69505547,-13930.63667,12199.03984,1731.596834,2
0.2918,-117.3926752,390.3792494,71.37479881,-14344.58414,12185.24188,2159.342259,2
0.2919,-120.6614263,389.5036455,84.98437921,-14744.35923,12159.41056,2584.948673,2
0.292,-123.8108288,388.243924,98.51036562,-15129.56742,12121.57136,3007.996056,2
0.2921,-126.8377748,386.6013278,111.9394095,-15499.82855,12071.76164,3428.066911,2
0.2922,-129.739277,384.5774782,125.2582581,-15854.77723,12010.03055,3844.746681,2
0.2923,-132.512472,382.1743723,138.4537671,-16194.06315,11936.439,4257.624151,2
0.2924,-135.1546231,379.3943817,151.5129143,-16517.3515,11851.05963,4666.291864,2
0.2925,-137.6631226,376.24025,164.4228117,-16824.32321,11753.9767,5070.346513,2
0.2926,-140.0354952,372.7150897,177.170719,-17114.67536,11645.28601,5469.389347,2
0.2927,-142.2693994,368.8223799,189.7440553,-17388.12139,11525.09483,5863.026558,2
0.2928,-144.3626309,364.5659621,202.1304124,-17644.39145,11393.52178,6250.869674,2
0.2929,-146.3131238,359.950037,214.3175663,-17883.23264,11250.6967,6632.535943,2
0.293,-148.1189532,354.9791597,226.2934899,-18104.40925,11096.76054,7007.648705,2
0.2931,-149.778337,349.6582361,238.0463642,-18307.703,10931.86523,7375.837771,2
0.2932,-151.2896377,343.9925171,249.5645907,-18492.91327,10756.17348,7736.739783,2
0.2933,-152.6513638,337.9875941,260.8368022,-18659.85728,10569.8587,8089.998574,2
0.2934,-153.8621713,331.6493933,271.8518743,-18808.37027,10373.10475,8435.265521,2
0.2935,-154.9208655,324.9841697,282.5989365,-18938.30569,10166.1058,8772.199889,2
0.2936,-155.8264016,317.998501,293.0673827,-19049.53531,9949.066144,9100.469163,2
0.2937,-156.5778858,310.6992812,303.2468819,-19141.94935,9722.199963,9419.749383,2
0.2938,-157.1745766,303.0937137,313.127388,-19215.45661,9485.731153,9729.725458,2
0.2939,-157.6158852,295.1893044,322.6991502,-19269.98456,9239.89308,10030.09148,2
0.294,-157.9013761,286.9938538,331.9527223,-19305.47938,8984.928356,10320.55102,2
0.2941,-158.0307674,278.51545,340.8789721,-19321.90604,8721.088601,10600.81744,2
0.2942,-158.0039316,269.7624599,349.4690905,-19319.24834,8448.634195,10870.61414,2
0.2943,-157.8208952,260.7435218,357.7146,-19297.50889,8167.834017,11129.67488,2
0.2944,-157.4818387,251.4675363,365.6073633,-19256.70916,7878.965183,11377.74398,2
0.2945,-156.9870969,241.9436576,373.1395912,-19196.8894,7582.312774,11614.57663,2
0.2946,-156.337158,232.1812845,380.3038502,-19118.10866,7278.169549,11839.93911,2
0.2947,-155.5326634,222.1900515,387.0930702,-19020.44468,6966.835661,12053.60902,2
0.2948,-154.5744071,211.9798185,393.5005508,-18903.99385,6648.61836,12255.37549,2
0.2949,-153.4633347,201.5606619,399.5199687,-18768.87109,6323.83169,12445.0394,2
0.295,-152.2005429,190.9428641,405.1453835,-18615.20975,5992.796174,12622.41357,2
0.2951,-150.7872777,180.1369035,410.3712435,-18443.16147,5655.838507,12787.32296,2
